,Id,degree,group
320,3362466807,2,2
321,537161612,2,2
322,1266585307,2,2
323,799259271447924740,2,2
324,883644467189870592,2,2
325,1123247489967108096,2,2
326,2267057069,2,2
327,2649067782,2,2
328,1127917479576199168,2,2
329,365336682,2,2
330,211568674,2,2
331,255876728,2,2
332,985199022179831809,2,2
333,1239117746,2,2
334,3419516446,2,2
335,772722253700235264,2,2
336,1347307230,2,2
337,2530485922,2,2
338,1122598897,2,2
339,401917691,2,2
340,796759969,2,2
341,1377976429,2,2
342,577310149,2,2
343,193252023,2,11
344,225706847,2,2
345,1883540869,2,2
346,1513077138,2,2
347,135027458,2,2
348,310088039,2,2
349,1356107772912414722,2,11
350,1417223377803169799,2,11
351,1380091382145159168,2,11
352,2265439122,2,11
353,241047604,2,11
354,740111255210491904,2,12
355,258364706,2,12
356,3509443275,2,12
357,821307803646234624,2,12
358,472857309,2,10
359,2581705711,2,10
360,218473541,2,10
361,1150708039890145280,2,7
362,3478001667,2,10
363,1195348163177189382,2,7
364,3419671241,2,10
365,1399809646165102596,2,10
366,139322134,2,10
367,4888497699,2,7
368,2482820012,2,10
369,936817440511623168,2,10
370,748600967034175488,2,10
371,77149333,2,10
372,961282227530330112,2,7
373,878595011415334913,2,7
374,4802945955,2,10
375,3262051515,2,10
376,2766077763,2,7
377,3294280805,2,10
378,812518365562568704,2,7
379,34317393,2,7
380,1104696318,2,10
381,742284269419167744,2,7
382,2518407615,2,7
383,1368921691519397889,2,7
384,271777995,2,7
385,1276423059709276167,2,10
386,1359153374,2,7
387,460455221,2,7
388,1318923214450470912,2,7
389,3227014583,2,7
390,4537956100,2,7
391,3053191731,2,7
392,942716951507369990,2,7
393,2277642579,2,7
394,271458558,2,7
395,31449687,2,7
396,928041396,2,7
397,435763274,2,7
398,4032352054,2,7
399,1247043461808885761,2,7
400,1068993691,2,7
401,1095064293714944000,2,7
402,1056228534384017408,2,7
403,1214977963013357570,2,7
404,2394599496,2,7
405,1259444653281214465,2,7
406,1239284258113572872,2,7
407,42218893,2,7
408,102027641,2,7
409,879731736,2,7
410,780777784264110081,2,7
411,1217364072079020032,2,7
412,517602591,2,7
413,2531945155,2,7
414,4157061987,2,7
415,115037414,2,7
416,1252942638094876674,2,7
417,4813131975,2,7
418,313878084,2,7
419,158826985,2,7
420,542306939,2,7
421,1054459171494600714,2,7
422,1110515312875765760,2,7
423,927914245697576960,2,7
424,525064460,2,7
425,1140739690812858369,2,7
426,966755038537355264,2,7
427,527052497,2,7
428,1094191431298830336,2,7
429,752058782574866432,2,7
430,1898593645,2,7
431,1093808714212093952,2,7
432,918322459702648832,2,7
433,1105499910051373056,2,7
434,799551069097488384,2,7
435,2782210018,2,7
436,23851073,2,7
437,1070438256158883840,2,7
438,771000005360517121,2,7
439,2785184692,2,7
440,1222443061,2,7
441,555030097,2,7
442,884129449792372737,2,7
443,2497965404,2,7
444,2445404366,2,7
445,249076919,2,7
446,905845750835372032,2,7
447,3261038509,2,7
448,874003566284992514,2,7
449,2589107764,2,7
450,219631953,2,7
451,1270307672,2,7
452,4111015273,2,7
453,246219962,2,7
454,1046347882062843906,2,7
455,795695507624656898,2,7
456,710168288404369408,2,7
457,4610256929,2,7
458,254988511,2,7
459,718096210079444993,2,7
460,1316559728,2,7
461,248134095,2,7
462,172297338,2,7
463,830748947329216512,2,7
464,2757180383,2,7
465,783256441872416770,2,7
466,1053270749908221952,2,7
467,409081519,2,7
468,848133966725091328,2,7
469,50602979,2,7
470,338645473,2,7
471,751574221239808002,2,7
472,738416159297568768,2,7
473,2228585762,2,7
474,895360548,2,7
475,910847057103020032,2,7
476,14571544,2,7
477,332161362,2,7
478,3297439755,2,7
479,3135843481,2,7
480,2886735158,1,0
481,2960020612,1,0
482,1159543335163453442,1,0
483,1215597320173236224,1,0
484,1220374940265975808,1,0
485,1193556089964507136,1,0
486,1147026243096842240,1,0
487,1090330228218650627,1,0
488,1140911526813020160,1,0
489,1958480040,1,0
490,269398839,1,0
491,3077364974,1,0
492,849185461390249984,1,0
493,1037068849412231169,1,0
494,887321445164097537,1,0
495,954866523130048513,1,0
496,1010491124379774976,1,0
497,3157988886,1,0
498,1078982312614944769,1,0
499,913213633,1,0
500,1224715758,1,0
501,6176772,1,0
502,971089833144696832,1,0
503,1025730468925382656,1,0
504,2512643942,1,0
505,170005884,1,0
506,1010604942338478080,1,0
507,934368212132810752,1,0
508,2364930509,1,0
509,1003112963379777536,1,0
510,1001325934769717249,1,0
511,901191487760867328,1,0
512,979204039970836481,1,0
513,993206877063471105,1,0
514,991025506630987776,1,0
515,191235655,1,0
516,976047463147634688,1,0
517,965648036385914880,1,0
518,7555262,1,0
519,742606937771134976,1,0
520,1392252206,1,0
521,954104544887279618,1,0
522,952761854513831936,1,0
523,3144335308,1,0
524,955989336519880704,1,0
525,955947016609259525,1,0
526,3187532718,1,0
527,153013831,1,0
528,747889946078347264,1,0
529,946074425216073728,1,0
530,3046949111,1,0
531,185340059,1,0
532,863720171382480900,1,0
533,1479316170,1,0
534,196415460,1,0
535,950387440484839424,1,0
536,4008877337,1,0
537,614441215,1,0
538,416180162,1,0
539,547209489,1,0
540,938534629799317505,1,0
541,950123792118018050,1,0
542,915067884094787589,1,0
543,944876899611959296,1,0
544,4918922749,1,0
545,127856525,1,0
546,27296737,1,0
547,155969908,1,0
548,951402564955918336,1,0
549,898372178537840641,1,0
550,3393392687,1,0
551,884881681672314880,1,0
552,711877413886697472,1,0
553,2162890306,1,0
554,921314490985078784,1,0
555,815304204,1,0
556,2988362808,1,0
557,938919326735769600,1,0
558,85583077,1,0
559,600422272,1,0
560,888864677844922369,1,0
561,804662939286441984,1,0
562,731776888918691840,1,0
563,864132081676374016,1,0
564,780981139,1,0
565,2630805647,1,0
566,298271043,1,0
567,948571209666519040,1,0
568,3065872133,1,0
569,291489564,1,0
570,873888711246831617,1,0
571,53438875,1,0
572,941119131511934977,1,0
573,943138894446583810,1,0
574,427031578,1,0
575,4572473199,1,0
576,301787687,1,0
577,817217681879396352,1,0
578,922899375160004608,1,0
579,904437618552733696,1,0
580,66613790,1,0
581,853041306477543425,1,0
582,228808964,1,0
583,775849446852681728,1,0
584,907947099148439552,1,0
585,4558565914,1,0
586,255825008,1,0
587,934053729128497152,1,0
588,914405348026535936,1,0
589,771690679131107330,1,0
590,97569830,1,0
591,27208120,1,0
592,921642882825641984,1,0
593,865930380238520320,1,0
594,46392032,1,0
595,749730476,1,0
596,78572702,1,0
597,816320471377580033,1,0
598,3317630878,1,0
599,90600795,1,0
600,901451916290478080,1,0
601,3124664090,1,0
602,908718512985780224,1,0
603,736252344413892610,1,0
604,896488859533541376,1,0
605,840520664192815104,1,0
606,912146823485280258,1,0
607,1648511958,1,0
608,1640878429,1,0
609,919568374069387264,1,0
610,3130789249,1,0
611,758235945833488384,1,0
612,107536137,1,0
613,917397007165198336,1,0
614,917411507138367488,1,0
615,917414395621396481,1,0
616,917399138341408770,1,0
617,919738394615279616,1,0
618,907470175896715264,1,0
619,918958059283677185,1,0
620,903012738263388163,1,0
621,713164141645717504,1,0
622,919925747166339072,1,0
623,768811508981784576,1,0
624,917377290740424704,1,0
625,748744802930348033,1,0
626,915930895307231232,1,0
627,625352424,1,0
628,1377187460,1,0
629,390990952,1,0
630,915112160979591168,1,0
631,914987212734902273,1,0
632,704035636655820800,1,0
633,881410724437929985,1,0
634,2903346594,1,0
635,97104273,1,0
636,919164171278696448,1,0
637,40429464,1,0
638,128048564,1,0
639,840589176718344192,1,0
640,2930775677,1,0
641,3457832715,1,0
642,736988045325389824,1,0
643,736187340750721025,1,0
644,859176287637827584,1,0
645,86858868,1,0
646,876524356578443266,1,0
647,199977361,1,0
648,916411452566667267,1,0
649,2722712399,1,0
650,873589622647001088,1,0
651,893135713776140288,1,0
652,3179418477,1,0
653,1419037717,1,0
654,914494993112469506,1,0
655,3298421927,1,0
656,908275460047478784,1,0
657,3663197669,1,0
658,710149452431028226,1,0
659,224795213,1,0
660,900808399071449089,1,0
661,277008926,1,0
662,917482806317600770,1,0
663,910543419583340549,1,0
664,913059566266589184,1,0
665,735897872743403520,1,0
666,914628492700024832,1,0
667,826089818019000321,1,0
668,914868738259898368,1,0
669,1462617817,1,0
670,3026034765,1,0
671,310333445,1,0
672,911275230085001216,1,0
673,3045295588,1,0
674,576617182,1,0
675,806094205244280832,1,0
676,556676931,1,0
677,216252954,1,0
678,906986248040042496,1,0
679,4496587403,1,0
680,489589106,1,0
681,776533546919825408,1,0
682,560100504,1,0
683,910799575094611970,1,0
684,829768703222939648,1,0
685,2442446853,1,0
686,6009432,1,0
687,732523759664435204,1,0
688,747560436468420609,1,0
689,911761809006370816,1,0
690,912896491957735426,1,0
691,334831326,1,0
692,147923808,1,0
693,1006680715,1,0
694,746041123173507073,1,0
695,846433611821830145,1,0
696,3118362563,1,0
697,890583027319021568,1,0
698,878295366604599300,1,0
699,916659443693162496,1,0
700,884447331680178176,1,0
701,3098963155,1,0
702,2235995069,1,0
703,393441870,1,0
704,903548365207678976,1,0
705,905444021648097280,1,0
706,907254441014853634,1,0
707,881269976585383936,1,0
708,861703030609252352,1,0
709,234308108,1,0
710,845800063645437952,1,0
711,914060288395112448,1,0
712,3325423481,1,0
713,910114412580737024,1,0
714,3300794871,1,0
715,907980570533285889,1,0
716,741771509010685952,1,0
717,896755573403901952,1,0
718,877716619761405953,1,0
719,928787742,1,0
720,907371531461910529,1,0
721,897152820205555714,1,0
722,866364520591220736,1,0
723,775295208267321344,1,0
724,749599022,1,0
725,855442124157964288,1,0
726,906708032721178624,1,0
727,471557461,1,0
728,2420043436,1,0
729,160325554,1,0
730,2511080420,1,0
731,1965800790,1,0
732,827775634902495233,1,0
733,878115614254084098,1,0
734,875393055435739137,1,0
735,844162842,1,0
736,3178336499,1,0
737,843012231801556992,1,0
738,857656529419472897,1,0
739,3118834311,1,0
740,976636218,1,0
741,1260458383,1,0
742,905024049092448258,1,0
743,892792912781684736,1,0
744,895968470822772737,1,0
745,838466155681628161,1,0
746,890880460213161984,1,0
747,770603040487403524,1,0
748,2235271944,1,0
749,569044855,1,0
750,906721840638423040,1,0
751,713546970007269377,1,0
752,900751687031312388,1,0
753,402348246,1,0
754,276762727,1,0
755,258877211,1,0
756,3369019929,1,0
757,801815776097431553,1,0
758,2953951852,1,0
759,2185666440,1,0
760,894935361561935872,1,0
761,2159567059,1,0
762,2923417197,1,0
763,770395600844156933,1,0
764,599554386,1,0
765,1481057906,1,0
766,877239596047888384,1,0
767,905439962836938752,1,0
768,2572735839,1,0
769,2868663736,1,0
770,780807538811863041,1,0
771,707556148904333315,1,0
772,906442078598651904,1,0
773,561585509,1,0
774,896095548075331584,1,0
775,252456483,1,0
776,2547616239,1,0
777,2351196973,1,0
778,860192986646417409,1,0
779,108049677,1,0
780,224141556,1,0
781,832865647579127809,1,0
782,905035297490182145,1,0
783,2428762303,1,0
784,702635853756157952,1,0
785,902646113664200704,1,0
786,904667114786742272,1,0
787,735422268424257536,1,0
788,236361486,1,0
789,794812548444889089,1,0
790,905431616100732929,1,0
791,894838820218314752,1,0
792,129633845,1,0
793,905473805212057601,1,0
794,892768105285509120,1,0
795,905855522355769344,1,0
796,2428388862,1,0
797,2241446767,1,0
798,3616622842,1,0
799,264737474,1,0
800,2597815391,1,0
801,4184242240,1,0
802,777968819755032576,1,0
803,1849700084,1,0
804,3119705945,1,0
805,841953278661386240,1,0
806,904960484553711617,1,0
807,788856795586519040,1,0
808,879225145386250242,1,0
809,2314047536,1,0
810,4167279393,1,0
811,562669445,1,0
812,162695396,1,0
813,900779213858504704,1,0
814,2294628423,1,0
815,4352351602,1,0
816,860285528310206464,1,0
817,356688557,1,0
818,2832978568,1,0
819,746783660,1,0
820,1700747257,1,0
821,889579985094234112,1,0
822,867847254652198914,1,0
823,286807555,1,0
824,1148579232,1,0
825,3983074917,1,0
826,1175398867,1,0
827,772865196314464256,1,0
828,704939077,1,0
829,231478641,1,0
830,882404857625313281,1,0
831,891364419975991296,1,0
832,2329212612,1,0
833,2855372362,1,0
834,3687054195,1,0
835,312121523,1,0
836,830083011928584197,1,0
837,3463251313,1,0
838,718469899518156800,1,0
839,4093217033,1,0
840,4075901896,1,0
841,331981039,1,0
842,2462185225,1,0
843,885461132558946304,1,0
844,871734585171869696,1,0
845,893627598529593344,1,0
846,899975812614586369,1,0
847,904719074583859200,1,0
848,1648404864,1,0
849,3252253093,1,0
850,207297154,1,0
851,3122455064,1,0
852,2787391378,1,0
853,885881117546606593,1,0
854,905430295670915072,1,0
855,359771031,1,0
856,884519433456291840,1,0
857,898834579070504960,1,0
858,829826070883008512,1,0
859,884559287338639360,1,0
860,565783279,1,0
861,881034845274611712,1,0
862,128639177,1,0
863,843798876301619200,1,0
864,320688611,1,0
865,897751909733343233,1,0
866,2836996207,1,0
867,2671687224,1,0
868,820580636880670720,1,0
869,897591412631404545,1,0
870,2687847760,1,0
871,2383105940,1,0
872,890706533654417408,1,0
873,813157910364745729,1,0
874,796579929571921920,1,0
875,2232130325,1,0
876,905002183292317696,1,0
877,4067739203,1,0
878,1268822154,1,0
879,2604410536,1,0
880,885607241923035141,1,0
881,887452707879088128,1,0
882,596674004,1,0
883,249063588,1,0
884,1898814396,1,0
885,848806720621215744,1,0
886,211924873,1,0
887,205336962,1,0
888,904206091655024640,1,0
889,999639266,1,0
890,773163342584217600,1,0
891,2433907454,1,0
892,780697237814771712,1,0
893,904451019555430400,1,0
894,727583741820932096,1,0
895,895641724600582144,1,0
896,283107260,1,0
897,3325742521,1,0
898,900929030756515840,1,0
899,2198099858,1,0
900,284350596,1,0
901,1889725418,1,0
902,859915567574245378,1,0
903,870277488471093248,1,0
904,394974588,1,0
905,901488500733857793,1,0
906,845287983364390912,1,0
907,700799220,1,0
908,887147874886139905,1,0
909,754507881580494848,1,0
910,844593747572805633,1,0
911,897757607510904832,1,0
912,902173183830368262,1,0
913,899497601338232832,1,0
914,389721919,1,0
915,808355745439870977,1,0
916,889111658706161664,1,0
917,148841388,1,0
918,550294056,1,0
919,893538025992572928,1,0
920,892064503470411777,1,0
921,891402370067902465,1,0
922,1702507004,1,0
923,877912046700023808,1,0
924,3592010423,1,0
925,851877566331932674,1,0
926,141242383,1,0
927,878994797058560002,1,0
928,740956009984892928,1,0
929,876935683662905344,1,0
930,879015726375473152,1,0
931,866922744792961024,1,0
932,878151768823263232,1,0
933,3575396717,1,0
934,875733010708082690,1,0
935,875372458899107841,1,0
936,766625857825869824,1,0
937,373260471,1,0
938,2928932997,1,0
939,3747541875,1,0
940,2461742419,1,0
941,4308214884,1,0
942,810790151219777536,1,0
943,3815647414,1,0
944,4132356556,1,0
945,2804376841,1,0
946,568085303,1,0
947,2200520230,1,0
948,2373403097,1,0
949,2729927643,1,0
950,708359956,1,0
951,402570455,1,0
952,4547967207,1,0
953,873463526739849217,1,0
954,1629849584,1,0
955,402589886,1,0
956,869055344810610689,1,0
957,4596040649,1,0
958,2184402959,1,0
959,1867926702,1,0
960,3211105991,1,0
961,781046365690486784,1,0
962,871754628442071040,1,0
963,720425669918879744,1,0
964,870998829734252544,1,0
965,481150709,1,0
966,454636628,1,0
967,294020113,1,0
968,802996340628320256,1,0
969,857149832233984000,1,0
970,4177313409,1,0
971,290416631,1,0
972,2417611840,1,0
973,761552798618120192,1,0
974,436149330,1,0
975,2524920100,1,0
976,4915420728,1,0
977,2831718181,1,0
978,829688168836366337,1,0
979,802025557,1,0
980,3165245001,1,0
981,836908444565262337,1,0
982,3771315929,1,0
983,854369918707486721,1,0
984,866373432358952962,1,0
985,824562137016180736,1,0
986,363454929,1,0
987,872200422232137729,1,0
988,2724763046,1,0
989,2479798796,1,0
990,3068691610,1,0
991,271400471,1,0
992,214400847,1,0
993,775353879898710016,1,0
994,786926595365806080,1,0
995,326779366,1,0
996,765791928306851840,1,0
997,821634318288162817,1,0
998,842826245863825409,1,0
999,264823660,1,0
1000,3094622506,1,0
1001,3349809148,1,0
1002,3172828312,1,0
1003,867881175737487362,1,0
1004,185128083,1,0
1005,3417392183,1,0
1006,850428133765513217,1,0
1007,864146113053552642,1,0
1008,864162566079205376,1,0
1009,770186333839065088,1,0
1010,869497427925114882,1,0
1011,3127898898,1,0
1012,701797187966136320,1,0
1013,865914378654232576,1,0
1014,3394322433,1,0
1015,844977879024852993,1,0
1016,260569669,1,0
1017,122009232,1,0
1018,54928811,1,0
1019,713955295710613506,1,0
1020,780745592582483971,1,0
1021,2747712525,1,0
1022,1533861474,1,0
1023,2444353810,1,0
1024,3153699693,1,0
1025,4797674271,1,0
1026,867765909347332098,1,0
1027,495212668,1,0
1028,867602637302235138,1,0
1029,796829714358923264,1,0
1030,2482088429,1,0
1031,865937953771708420,1,0
1032,3694958601,1,0
1033,1937440213,1,0
1034,1119789230,1,0
1035,2893298152,1,0
1036,848069280579104768,1,0
1037,860918298548064258,1,0
1038,865103518608351232,1,0
1039,128216170,1,0
1040,843029840869670912,1,0
1041,856172152374140928,1,0
1042,971923980,1,0
1043,448139912,1,0
1044,838396449507397634,1,0
1045,1547472955,1,0
1046,1031426671,1,0
1047,841385879935557632,1,0
1048,484947912,1,0
1049,1973821020,1,0
1050,284704782,1,0
1051,1610148493,1,0
1052,123823055,1,0
1053,1399683932,1,0
1054,797456731576078337,1,0
1055,860794855617900545,1,0
1056,863788765478887424,1,0
1057,525620415,1,0
1058,864922378996002819,1,0
1059,856884471748022273,1,0
1060,527172105,1,0
1061,1307021292,1,0
1062,764846567639703552,1,0
1063,864543114207395840,1,0
1064,2426577004,1,0
1065,818459359197982720,1,0
1066,728857166669549568,1,0
1067,861624264658702338,1,0
1068,3056473556,1,0
1069,863387497962909696,1,0
1070,804060175107813376,1,0
1071,859412894248833028,1,0
1072,861507239458242561,1,0
1073,2988890585,1,0
1074,1893928609,1,0
1075,222009656,1,0
1076,4350206415,1,0
1077,4135124589,1,0
1078,380863218,1,0
1079,752080454942064640,1,0
1080,2610353856,1,0
1081,4171593377,1,0
1082,1402366057,1,0
1083,247335599,1,0
1084,3231430999,1,0
1085,861643895742103553,1,0
1086,796635251812499456,1,0
1087,3532689376,1,0
1088,1595849725,1,0
1089,862764147464908801,1,0
1090,4180713269,1,0
1091,781355119304728576,1,0
1092,2781003849,1,0
1093,1025714402,1,0
1094,761335190899793920,1,0
1095,819197508081582080,1,0
1096,860010779818565632,1,0
1097,3890383877,1,0
1098,863463497887338496,1,0
1099,3606570075,1,0
1100,2561078472,1,0
1101,424088560,1,0
1102,43671965,1,0
1103,859893469707460609,1,0
1104,873093354,1,0
1105,858769128320110593,1,0
1106,1914108283,1,0
1107,2315052297,1,0
1108,3290702494,1,0
1109,2748314816,1,0
1110,2467417702,1,0
1111,508797206,1,0
1112,1688435059,1,0
1113,850316145424867328,1,0
1114,3153757605,1,0
1115,2523983003,1,0
1116,2449274598,1,0
1117,1050763507,1,0
1118,1216723189,1,0
1119,849862735777210369,1,0
1120,794510838086402048,1,0
1121,1354049707,1,0
1122,855703936128491520,1,0
1123,3082204802,1,0
1124,349808167,1,0
1125,318587809,1,0
1126,568228750,1,0
1127,2541346937,1,0
1128,264979619,1,0
1129,471839070,1,0
1130,268915432,1,0
1131,825368437379698688,1,0
1132,795671820754186240,1,0
1133,330381754,1,0
1134,524183890,1,0
1135,71515723,1,0
1136,829944209826131968,1,0
1137,850236263797936128,1,0
1138,1139707676,1,0
1139,861665931084345344,1,0
1140,856723168823660545,1,0
1141,728996736295833600,1,0
1142,841580848214360064,1,0
1143,3253117415,1,0
1144,2434149799,1,0
1145,726807948387835904,1,0
1146,860874512962904064,1,0
1147,18858027,1,0
1148,721972987486937088,1,0
1149,2827701127,1,0
1150,851471861397540865,1,0
1151,1696914355,1,0
1152,997596666,1,0
1153,619005276,1,0
1154,845552160842678272,1,0
1155,1603699892,1,0
1156,2879515242,1,0
1157,3260904102,1,0
1158,860877222898524162,1,0
1159,4766523882,1,0
1160,700613156121534465,1,0
1161,2936365103,1,0
1162,454980807,1,0
1163,3155466864,1,0
1164,1963403748,1,0
1165,742737219744632832,1,0
1166,1107599149,1,0
1167,373295780,1,0
1168,2358358249,1,0
1169,812776103689469952,1,0
1170,861565113798717440,1,0
1171,466802841,1,0
1172,795725845,1,0
1173,786484643562418176,1,0
1174,749390878326808576,1,0
1175,3000842804,1,0
1176,4244243772,1,0
1177,797799301657272320,1,0
1178,1903262960,1,0
1179,1288844694,1,0
1180,2366374055,1,0
1181,860767686665678849,1,0
1182,3086823413,1,0
1183,2691367918,1,0
1184,2909297259,1,0
1185,778300099743117316,1,0
1186,738612828324560901,1,0
